disco_duro_tipo_disco_duro,procesador_frecuencia_turbo_máx__GHz,tipo_producto,tipo,medidas_profundidad_cm,sonido_número_altavoces,medidas_peso_kg,gráfica_salida_vídeo,disco_duro_capacidad_memoria_ssd_GB,procesador_número_hilos_ejecución,procesador_tdp_W,procesador_número_núcleos_procesador_cores,título,company_name,comunicaciones_conectividad,medidas_ancho_cm,almacenamiento_lector_óptico,ram_memoria_ram_GB,sistema_operativo_sistema_operativo,otras_características_fecha_lanzamiento,procesador_nivel_caché,ram_tipo_ram,gráfica_tarjeta_gráfica,pantalla_tamaño_pantalla_pulgadas,medidas_alto_cm,ofertas_count,pantalla_diagonal_pantalla_cm,medidas_altura_mm,gráfica_memoria_gráfica,pantalla_tecnología_pantalla,alimentación_vatios_hora_Wh,ram_frecuencia_memoria_MHz,disco_duro_número_discos_duros_instalados,alimentación_autonomía_batería_h,pantalla_luminosidad_cd_m2,procesador_frecuencia_reloj,procesador_frecuencia_reloj,procesador_caché_MB,procesador_name,equip_Force Touch Trackpad,equip_ScreenPad,equip_Touch Bar,equip_Touch ID,equip_Touchpad multitáctil,equip_TrackPoint / TouchStick / Pointing Stick,equip_USB-C,equip_altavoces estéreo,equip_altavoces estéreo JBL,equip_altavoz integrado,equip_con iluminación,equip_conector de seguridad Kensington,equip_disco duro SSD,equip_lector de tarjetas,equip_lector de tarjetas inteligentes,equip_micrófono integrado,equip_refrigeración líquida,equip_webcam,color,
2025,SSD,4.8,Portátil convertible,Laptop,25.0,2.0,1.4,,512.0,,,16.0,"LG Gram Pro 360 16T90SP
16T90SP-K.AA75B",LG,"wifi, Bluetooth",35.0,,16.0,Windows 11 Home,2024.0,L3,LPDDR5X,Intel Arc Graphics,16.0,,2,40.0,13.0,memoria compartida,2.8K,77.0,,1.0,,400.0,"3,8 GHz",,24.0,Intel Core Ultra 7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,negro
6655,disco duro M.2 SSD,5.4,PC gaming,Desktop,40.0,,,,1000.0,28.0,65.0,20.0,"Medion Erazer Bandit P20
MD35345 (10025687)",Medion,"wifi, Ethernet",21.0,ninguno,32.0,Microsoft Windows 11 Home,,,DDR5,NVIDIA GeForce RTX 4070 Super,,34.0,1,,,12288 MB,,,,1.0,,,2.100 MHz,"2,1 GHz",33.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
3132,SSD,4.7,Portátil gaming,Laptop,26.0,2.0,2.6,HDMI 2.0,1000.0,,,14.0,"ASUS TUF Gaming F17 FX707
FX707ZV4-HX004",ASUS,"LAN, wifi, Bluetooth",39.0,,32.0,sin sistema operativo,2023.0,L3,,NVIDIA GeForce RTX 4060,17.3,,1,43.0,23.0,8.192 MB,Full HD,56.0,,1.0,,250.0,"1,7 GHz",,24.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,gris
1987,,4.9,Portátil multimedia,Laptop,23.0,2.0,1.6,HDMI,1000.0,,,10.0,"Lenovo IdeaPad Slim 3 15 (2023)
83EM003SSP",Lenovo,"wifi, Bluetooth",35.0,ninguno,16.0,Windows 11 Home,2023.0,L3,LPDDR5,Intel UHD Graphics,15.6,,1,39.0,18.0,memoria compartida,Full HD,47.0,4800.0,1.0,10.0,300.0,"1,8 GHz",,24.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,gris
1397,SSD,5.0,Portátil multimedia,Laptop,23.0,,1.65,HDMI,512.0,,,10.0,"Lenovo V15 G4
83A1002WSP",Lenovo,"LAN, wifi, Bluetooth",35.0,ninguno,16.0,Windows 11 Professional,2023.0,L3,DDR4,Intel Iris Xe Graphics,15.6,,14,39.0,20.0,memoria compartida,Full HD,38.0,3200.0,1.0,8.4,250.0,"1,2 GHz",,12.0,Intel Core i7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,negro
904,,,Portátil multimedia,Laptop,21.0,2.0,1.38,HDMI 2.1,,,,,HP ProBook 250 G9,HP,"Bluetooth, wifi",32.0,,,,,L3,DDR4,,14.0,,38,35.0,20.0,,,42.0,,,,250.0,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,
5033,disco duro SSD,4.4,PC de oficina,Desktop,,,,DisplayPort,256.0,12.0,35.0,6.0,"Dell OptiPlex 7000 Micro
8CF2G",Dell,"Ethernet, wifi, Bluetooth",,,16.0,Microsoft Windows 11 Professional,,,DDR4,,,,2,,,,,,3200.0,1.0,,,,2 GHz,18.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
457,,5.0,Portátil multimedia,Laptop,22.0,2.0,1.55,,512.0,,,10.0,"Samsung Galaxy Book 4
NP750XGK-KG1ES",Samsung,"wifi, Bluetooth, LAN",35.0,ninguno,8.0,Windows 11 Home,2024.0,L3,LPDDR4X,Intel Iris Xe Graphics,15.6,,4,39.0,15.0,memoria compartida,Full HD,54.0,,1.0,15.0,300.0,"0,9 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,gris
6746,disco duro M.2 SSD,4.2,Mini PC,Desktop,18.0,,,,256.0,8.0,,4.0,"Acer Veriton N4710GT
DT.VXVEG.00H",Acer,"wifi, Ethernet, Bluetooth",18.0,ninguno,8.0,Microsoft Windows 11 Professional,,,DDR4,Intel UHD Graphics 770,,3.0,1,,,memoria compartida,,,3200.0,1.0,,,2.500 MHz,"2,5 GHz",12.0,Intel Core i3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
5894,disco duro M.2 SSD,4.2,Workstation,Desktop,44.0,,10.5,USB-C,1024.0,12.0,,6.0,"HP Workstation Z4 G5
Z4 G5 (5E8M2EA)",HP,Ethernet,16.0,ninguno,32.0,Microsoft Windows 11 Professional,,,DDR5,NVIDIA RTX A2000,,38.0,1,,,12288 MB,,,4800.0,1.0,,,,"2,1 GHz",15.0,Intel Xeon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
7474,disco duro M.2 SSD,3.7,PC de oficina,Desktop,17.0,,1.18,DisplayPort,,6.0,35.0,6.0,Dell OptiPlex 5070 Micro,Dell,"Bluetooth, Ethernet, wifi",3.0,ninguno,,Microsoft Windows 10 Professional,,,DDR4,Intel UHD Graphics 630,,18.0,1,,,memoria compartida,,,2666.0,1.0,,,2.200 MHz,,9.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
3804,SSD,4.6,Portátil multimedia,Laptop,22.0,2.0,1.4,HDMI 2.0,512.0,,,10.0,"Acer TravelMate P4 TMP414RN-53
TMP414RN-53-56Y6",Acer,"wifi, Bluetooth, LAN",31.0,,16.0,Windows 11 Professional,2023.0,L3,DDR4,Intel Iris Xe Graphics,14.0,,1,35.0,19.0,memoria compartida,"2,2K",56.0,,1.0,,,"0,9 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,gris
7445,disco duro M.2 SSD,,PC de oficina,Desktop,37.0,,7.0,,,,,,Acer Veriton M4710GT,Acer,"wifi, Bluetooth, Ethernet",17.0,,,Microsoft Windows 11 Professional,,,DDR4,,,30.0,3,,,,,,3200.0,1.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
4958,disco duro SSD,5.4,Workstation,Desktop,,,,,1000.0,28.0,65.0,20.0,Dell ThinkStation P3 Ultra 4GVJC,Dell,,,,32.0,Microsoft Windows 11 Professional,,,DDR5,NVIDIA RTX A2000,,,9,,,,,,4800.0,,,,2.100 MHz,"2,1 GHz",33.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4857,disco duro SSD,5.6,PC gaming,Desktop,,,,,1000.0,24.0,170.0,12.0,Captiva Workstation R72-653,Captiva,,,,64.0,Microsoft Windows 11 Professional,,,DDR5,AMD Radeon Graphics,,,1,,,memoria compartida,,,,1.0,,,4.700 MHz,"4,7 GHz",64.0,AMD Ryzen 9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
4375,disco duro SSD,4.2,Workstation,Desktop,46.0,,,,1000.0,,,32.0,"Lenovo ThinkStation P620
30E0003EFR",Lenovo,Ethernet,16.0,grabadora DVD,64.0,Microsoft Windows 10 Professional,,,DDR4,,,44.0,1,,,,,,3200.0,,,,,"3,5 GHz",16.0,AMD Ryzen Threadripper PRO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
3614,SSD,3.6,Portátil multimedia,Laptop,24.0,,1.76,HDMI,256.0,,,4.0,"dynabook Satellite Pro C50-H
C50-H-12A",Pro,"wifi, Bluetooth, LAN",36.0,ninguno,8.0,,,L3,DDR4,Intel UHD Graphics,15.6,,1,39.0,20.0,memoria compartida,,,3200.0,1.0,9.5,,1 GHz,,6.0,Intel Core i5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,azul
4241,disco duro SSD,4.3,,Desktop,41.0,,4.0,,240.0,8.0,65.0,4.0,"iggual ST PSIPCH
PSIPCH512",iggual,Ethernet,17.0,ninguno,8.0,ninguno,,,DDR4,Intel UHD Graphics 630,,36.0,10,,,memoria compartida,,,2400.0,1.0,,,3.600 MHz,,6.0,Intel Core i3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
3694,SSD,5.0,Portátil multimedia,Laptop,23.0,,1.65,HDMI,,,,10.0,"Lenovo V15 G4
83A1004MIX",Lenovo,"LAN, wifi, Bluetooth",35.0,,,Windows 11 Home,2023.0,L3,,Intel Iris Xe Graphics,15.6,,2,39.0,20.0,memoria compartida,Full HD,38.0,,,8.4,250.0,"1,2 GHz",,12.0,Intel Core i7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,
7878,disco duro SSD,,PC gaming,Desktop,43.0,,,,,,,,Captiva Highend Gaming I73,Captiva,Ethernet,21.0,,,,,,,,,44.0,15,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
720,,5.2,Portátil gaming,Laptop,25.0,2.0,2.33,HDMI 2.1,1000.0,,,16.0,"HP Victus 16 2024
16-r1017ns",HP,"wifi, Bluetooth",36.0,ninguno,32.0,Windows 11 Home,2024.0,L3,DDR5,NVIDIA GeForce RTX 4060,16.1,,2,40.0,23.0,8.192 MB,Full HD,83.0,5600.0,1.0,,,"2,2 GHz",,30.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,azul
4293,disco duro SSD,4.6,PC gaming,Desktop,,,,,1000.0,12.0,65.0,6.0,Actina View 5600X / 32GB / 1TB / RTX4060 / 600W (KOMACNGIP0017),Actina,,,,32.0,,,,,NVIDIA GeForce RTX 4060,,,3,,,,,,,1.0,,,3.700 MHz,"3,7 GHz",32.0,AMD Ryzen 5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2243,,4.4,Portátil profesional,Laptop,20.0,,1.13,,256.0,,,10.0,"Microsoft Surface Laptop Go 3
XK1-00034",Microsoft,"wifi, Bluetooth",27.0,ninguno,16.0,Windows 11 Home,2023.0,L3,LPDDR5,Intel Iris Xe Graphics,12.45,,2,31.0,16.0,memoria compartida,,41.0,,1.0,15.0,320.0,"0,9 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,plateado
5413,,4.6,PC gaming,Desktop,29.0,,6.31,,512.0,16.0,65.0,10.0,"HP Victus 15L
TG02-1069ns",HP,"Bluetooth, Ethernet, wifi",15.0,ninguno,16.0,FreeDOS,,,DDR4,NVIDIA GeForce RTX 4060 Ti,,33.0,1,,,8192 MB,,,3200.0,2.0,,,2.500 MHz,"2,5 GHz",20.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,negro
2980,SSD,4.3,Portátil convertible,Laptop,21.0,2.0,1.33,,512.0,,,12.0,"Lenovo ThinkPad X1 G9 2024
2-in-1 21KE0032GE",Lenovo,"wifi, Bluetooth",31.0,ninguno,16.0,Windows 11 Professional,2024.0,L3,LPDDR5X,Intel Arc Graphics,14.0,,1,35.0,16.0,memoria compartida,WUXGA,57.0,,1.0,,400.0,"3,6 GHz",,12.0,Intel Core Ultra 5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,
7316,disco duro SSD,4.4,PC gaming,Desktop,,,,,1000.0,12.0,65.0,6.0,VIST PBA WHITE i5-12400F / RTX 4060 / 32GB / SSD 1TB / W11,VIST,,,,32.0,Microsoft Windows 11 Professional,,,DDR4,NVIDIA GeForce RTX 4060,,,1,,,8192 MB,,,,,,,2.500 MHz,"2,5 GHz",18.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1833,PCIe SSD,4.2,Portátil profesional,Laptop,24.0,,1.7,HDMI,256.0,,,4.0,"HP 250 G8
2W8Y5EA",HP,"LAN, wifi, Bluetooth",35.0,ninguno,8.0,Windows 10 Home,2020.0,L3,DDR4,Intel UHD Graphics,15.6,,3,39.0,19.0,memoria compartida,Full HD,41.0,2666.0,1.0,12.0,250.0,"2,4 GHz",,8.0,Intel Core i5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,plateado
3577,SSD,4.7,Portátil multimedia,Laptop,22.0,2.0,1.41,,512.0,,,12.0,"Lenovo IdeaPad 5 Pro 14 (2022)
82SH005KGE",Lenovo,"wifi, Bluetooth",31.0,,16.0,Windows 11 Home,2022.0,L3,,Intel Iris Xe Graphics,14.0,,1,35.0,16.0,memoria compartida,2.8K,56.0,,1.0,12.0,300.0,"1,5 GHz",,18.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,gris
3210,SSD,5.5,Portátil multimedia,Laptop,26.0,4.0,2.49,,2000.0,,,20.0,"MSI CreatorPro Z17 HX A14
A14VGT-270",MSI,"wifi, Bluetooth",38.0,,16.0,Windows 11 Professional,2024.0,L3,,NVIDIA GeForce RTX 4070,17.3,,2,43.0,19.0,8.192 MB / 8 GB,WQXGA,90.0,,1.0,,,"3,9 GHz",,30.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,gris
1851,,,Portátil multimedia,Laptop,21.0,2.0,1.29,,,,,,MSI Prestige 14 Evo,MSI,"Bluetooth, wifi",31.0,,,,2020.0,,,,14.0,,7,35.0,16.0,,,52.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1168,memoria flash,2.8,Chromebook,Laptop,24.0,2.0,1.6,HDMI,64.0,,,2.0,"Lenovo IdeaPad 3 Chromebook 15
S71001311",Lenovo,"wifi, Bluetooth",36.0,ninguno,4.0,Chrome OS,2021.0,L3,DDR4,Intel UHD Graphics,15.6,,3,39.0,19.0,memoria compartida,,47.0,,1.0,10.0,300.0,"1,1 GHz",,4.0,Intel Celeron,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,plateado
1337,,4.3,Portátil profesional,Laptop,22.0,2.0,1.38,HDMI 2.1,512.0,,,12.0,"Lenovo Thinkbook 14 G7 (2024)
21MR0046SP",Lenovo,"wifi, Bluetooth, LAN",31.0,ninguno,16.0,Free DOS,2024.0,L3,DDR5,Intel Graphics,14.0,,20,35.0,17.0,memoria compartida,WUXGA,45.0,5600.0,1.0,13.0,300.0,"3,6 GHz",,12.0,Intel Core Ultra 5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,gris
4419,disco duro M.2 SSD,4.4,PC multimedia,Desktop,30.0,,5.96,,1000.0,12.0,65.0,6.0,"HP Pavilion TP01
TP01-3008ns",HP,"Ethernet, wifi, Bluetooth",15.0,ninguno,16.0,Microsoft Windows 11 Home,,,DDR4,Intel UHD Graphics 730,,33.0,10,,,memoria compartida,,,3200.0,1.0,,,2.500 MHz,,18.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,blanco
512,,4.8,Portátil multimedia,Laptop,25.0,2.0,1.5,,1000.0,,,16.0,"MSI Prestige 16 AI Studio Evo B1
B1VEG-026ES",MSI,"LAN, wifi, Bluetooth",35.0,ninguno,16.0,Windows 11 Home,2023.0,L3,LPDDR5,NVIDIA GeForce RTX 4050,16.0,,18,40.0,19.0,6.144 MB / 6 GB,QHD+,99.9,6400.0,1.0,,,"3,8 GHz",,24.0,Intel Core Ultra 7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,gris
1699,PCIe SSD,4.6,Portátil profesional,Laptop,23.0,2.0,1.79,HDMI,512.0,,,10.0,"HP ProBook 450 G10
7L6Z2ET",HP,"LAN, wifi, Bluetooth",35.0,ninguno,16.0,Windows 11 Professional,2023.0,L3,DDR4,Intel UHD Graphics,15.6,,2,39.0,20.0,memoria compartida,Full HD,51.0,3200.0,1.0,,250.0,"0,9 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,plateado
501,,4.3,Portátil multimedia,Laptop,24.0,2.0,1.78,HDMI 2.1,512.0,,,8.0,"Acer Aspire 3 A315-44
A315-44P-R4W4",Acer,"wifi, Bluetooth",36.0,ninguno,16.0,Windows 11 Home,2023.0,L3,DDR4,AMD Radeon Graphics,15.6,,1,39.0,20.0,memoria compartida,,48.5,,1.0,5.5,,"1,8 GHz",,8.0,AMD Ryzen 7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,plateado
7322,disco duro SSD,,PC gaming,Desktop,,,,,,,,,Captiva Highend Gaming R86,Captiva,,,,,,,,,,,,73,,,,,,,1.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1885,PCIe SSD,2.6,Portátil profesional,Laptop,23.0,2.0,1.8,HDMI,512.0,,,1.0,"ASUS Vivobook 15 F1500
F1500EA-EJ2535W",ASUS,"wifi, Bluetooth",36.0,ninguno,8.0,Windows 11 Home,,L3,DDR4,Intel UHD Graphics,15.6,,1,39.0,20.0,memoria compartida,Full HD,37.0,,1.0,,,"0,85 GHz",,2.0,Intel Core i3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
1401,SSD,5.0,Portátil profesional,Laptop,24.0,2.0,1.68,Thunderbolt 4,512.0,,,16.0,"Microsoft Surface Laptop 6 15
ZLQ-00037",Microsoft,"wifi, Bluetooth",34.0,,16.0,,2024.0,,LPDDR5X,Intel Arc Graphics,15.0,,12,38.0,17.0,,,,,,19.0,400.0,,,24.0,Intel Core Ultra 7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,
5729,disco duro SSD,4.4,PC gaming,Desktop,,,,,1000.0,12.0,65.0,6.0,Actina ENDORFY 5600 / 32GB / 1TB / RX6700XT / 600W,Actina,,,,32.0,,,,,AMD Radeon RX 6700 XT,,,2,,,,,,,,,,3.500 MHz,"3,5 GHz",32.0,AMD Ryzen 5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
3815,PCIe SSD,5.1,Portátil gaming,Laptop,26.0,,2.8,,1000.0,,,8.0,"Razer Blade Pro 17 (2020)
RZ09-03295G63-R3G1",Razer,"LAN, wifi, Bluetooth",39.0,,16.0,Windows 10 Home,2020.0,L3,DDR4,NVIDIA GeForce RTX 2080 Super,17.3,,1,43.0,20.0,8.192 MB,,70.5,3944.0,1.0,,,"2,3 GHz",,16.0,Intel Core i7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,
2427,SSD,4.7,Portátil convertible,Laptop,22.0,,1.38,,512.0,,,12.0,"ASUS ExpertBook B5 Flip B5402
B5402CBA-KI0214X",ASUS,"Bluetooth, LAN, wifi",32.0,,16.0,Windows 11 Professional,2022.0,L3,,Intel Iris Xe Graphics,14.0,,2,35.0,17.0,memoria compartida,Full HD,63.0,,1.0,10.0,,"1,5 GHz",,18.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,negro
5654,sin disco duro,,Kit ampliación PC,Desktop,,,,,,,,,Joy-IT ASR-00011,IT,"Ethernet, wifi, Bluetooth",,ninguno,32.0,ninguno,,,DDR5,AMD Radeon Graphics,,,1,,,memoria compartida,,,,0.0,,,,,,AMD Ryzen 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3312,SSD,5.0,Portátil gaming,Laptop,28.0,2.0,2.7,,2000.0,,,16.0,"MSI Raider GE68 HX 13V
13VG-037",MSI,"LAN, wifi, Bluetooth",35.0,,32.0,Windows 11 Home,2023.0,L3,DDR5,NVIDIA GeForce RTX 4070,16.0,,1,40.0,28.0,8.192 MB / 8 GB,WQXGA,99.9,,1.0,,,"1,5 GHz",,30.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
6290,,,PC gaming,Desktop,,,8.1,HDMI,512.0,,,,MSI Aegis 3 9SD-231AT,MSI,"Ethernet, wifi, Bluetooth",,ninguno,16.0,Microsoft Windows 10 Home,,,DDR4,NVIDIA GeForce RTX 2070 Super,,,1,,,8192 MB,,,2400.0,2.0,,,,,,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
1559,SSD,4.9,Portátil multimedia,Laptop,23.0,2.0,1.62,HDMI,512.0,,,10.0,"Lenovo IdeaPad Slim 3 15 2024
83EM007TSP",Lenovo,"wifi, Bluetooth",35.0,ninguno,16.0,Windows 11 Home,2024.0,L3,LPDDR5,Intel UHD Graphics,15.6,,3,39.0,18.0,memoria compartida,Full HD,47.0,,1.0,,250.0,"1,8 GHz",,24.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,gris
1230,SSD,4.8,Portátil multimedia,Laptop,25.0,2.0,2.1,HDMI,1000.0,,,16.0,"Medion S20
MD62640",Medion,"wifi, Bluetooth",39.0,,16.0,Windows 11 Home,2024.0,L3,DDR5,Intel Arc Graphics,17.3,,9,43.0,25.0,memoria compartida,Full HD,70.0,,1.0,8.0,,"3,8 GHz",,24.0,Intel Core Ultra 7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,gris
2738,SSD,2.6,Portátil multimedia,Laptop,23.0,2.0,1.8,HDMI,256.0,,,1.0,"ASUS Vivobook 15 (F515)
F515EA-BQ1625W",ASUS,"wifi, Bluetooth",36.0,ninguno,8.0,Windows 11 Home,2021.0,L3,DDR4,Intel UHD Graphics,15.6,,1,39.0,20.0,memoria compartida,Full HD,37.0,,1.0,,,"0,85 GHz",,2.0,Intel Core i3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,plateado
7882,disco duro SSD,5.6,PC gaming,Desktop,,,,,2000.0,24.0,170.0,12.0,Sedatech UCCN508I1I1HF,Sedatech,wifi,,,32.0,,,,,NVIDIA GeForce RTX 4060,,,1,,,8192 MB,,,,1.0,,,4.700 MHz,"4,7 GHz",64.0,AMD Ryzen 9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,
3050,SSD,4.6,Portátil profesional,Laptop,22.0,2.0,1.38,Thunderbolt 4,512.0,,,14.0,"Microsoft Surface Laptop 6 13.5
Core Ultra 5 16GB/512GB Black ZPX-00007",Microsoft,"wifi, Bluetooth",30.0,,16.0,Windows 11 Professional,2024.0,L3,LPDDR5,Intel Arc Graphics,13.5,,1,34.0,17.0,memoria compartida,,,,1.0,18.5,400.0,"3,6 GHz",,18.0,Intel Core Ultra 5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,negro
5624,disco duro M.2 SSD,5.4,Workstation,Desktop,38.0,,,DisplayPort,1000.0,28.0,65.0,20.0,"HP Workstation Z2 G9 Tower
86D56EA",HP,Ethernet,16.0,ninguno,32.0,Microsoft Windows 11 Professional,,,DDR5,Intel UHD Graphics 770,,35.0,1,,,memoria compartida,,,4800.0,1.0,,,2.100 MHz,"2,1 GHz",33.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,negro
6432,disco duro SSD,4.7,PC gaming,Desktop,43.0,,,,1000.0,16.0,65.0,10.0,"Captiva Highend Gaming I81
I81-077",Captiva,"Ethernet, wifi",21.0,,32.0,ninguno,,,,NVIDIA GeForce RTX 4070 Ti,,44.0,1,,,16384 MB,,,,1.0,,,2.500 MHz,"2,5 GHz",20.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1204,PCIe SSD,4.8,Portátil convertible,Laptop,25.0,2.0,2.1,HDMI 2.1,1000.0,,,16.0,"MSI Summit E16 AI Studio A1V
A1VFTG-021ES",MSI,"wifi, Bluetooth",35.0,ninguno,16.0,Windows 11 Home,2024.0,L3,LPDDR5,NVIDIA GeForce RTX 4060,16.0,,9,40.0,17.0,8.192 MB / 8 GB,QHD+,82.0,6400.0,1.0,,,"3,8 GHz",,24.0,Intel Core Ultra 7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,negro
5887,,4.9,Workstation,Desktop,29.0,,,HDMI,512.0,20.0,180.0,12.0,"ASUS ExpertCenter D5 MT D500MD
D500MDCZ-712700015X",ASUS,Ethernet,16.0,,16.0,Microsoft Windows 11 Professional,,,DDR4,Intel UHD Graphics 770,,35.0,1,,,memoria compartida,,,,,,,2.100 MHz,,25.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
5405,disco duro M.2 SSD,6.0,,Desktop,31.0,,9.7,,1000.0,32.0,125.0,24.0,"Lenovo ThinkStation P2 Tower
30FR004CGE",Lenovo,Ethernet,17.0,ninguno,64.0,Microsoft Windows 11 Professional,,,DDR5,NVIDIA GeForce RTX 4060,,37.0,2,,,8192 MB,,,4400.0,1.0,,,,"3,2 GHz",36.0,Intel Core i9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,negro
1561,,4.2,Portátil gaming,Laptop,25.0,2.0,2.29,HDMI 2.1,512.0,,,6.0,"HP Victus 15 2023
15-fb0233nf",HP,"wifi, Bluetooth, LAN",35.0,ninguno,16.0,Windows 11 Home,2023.0,L3,DDR4,NVIDIA GeForce RTX 3050,15.6,,3,39.0,24.0,4.096 MB / 4 GB,WUXGA,70.0,3200.0,1.0,,,"3,3 GHz",,16.0,AMD Ryzen 5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
3381,,,Portátil multimedia,Laptop,22.0,,1.75,,,,,14.0,ASUS Zenbook Pro 14 Duo OLED UX8402 (2023),ASUS,"wifi, Bluetooth",32.0,,,,2023.0,L3,,,14.5,,4,36.0,20.0,,,76.0,,,,400.0,,,24.0,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,
3405,SSD,3.4,Portátil multimedia,Laptop,24.0,,1.9,,256.0,,,2.0,"Acer Extensa 15 EX215
EX215-52-392Y",Acer,"LAN, wifi, Bluetooth",36.0,,8.0,Windows 10 Professional,2021.0,L3,,Intel UHD Graphics,15.6,,1,39.0,20.0,memoria compartida,HD Ready,36.0,,1.0,9.0,,"1,2 GHz",,4.0,Intel Core i3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,negro
7188,disco duro M.2 SSD,5.2,PC gaming,Desktop,,,,,1000.0,24.0,65.0,16.0,Vibox VII-14 Gaming PC i7-13700F / RTX 3060,Vibox,wifi,,,16.0,,,,DDR4,NVIDIA GeForce RTX 3060,,,1,,,12288 MB,,,,,,,2.100 MHz,"2,1 GHz",30.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
